season,week,start_date,home_team,away_team,venue,conference_game,wx_temp_f,wx_wind_mph,wx_precip_mm,predicted_total_points,predicted_home_points,predicted_away_points,wx_adjust_total,predicted_win_margin,prediction_confidence,weather_temp,weather_wind,weather_adjustment,enrichment_failed,weather_debug_reason,home_conference,away_conference,start_date_api,neutral_site
2025,12,2025-11-15 18:00:00+00:00,Denison University,John Carroll University,Deeds Field-Piper Stadium,False,,,,56.8880628349441,22.393740853528616,30.91169406815888,0.0,-8.517953214630257,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Concordia-Wisconsin,Eureka College,Tomasini Stadium,True,,,,47.655618788370845,34.46114339870349,12.080776043728148,0.0,22.38036735497534,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Concordia University Chicago,Aurora,Concordia Stadium,True,64.58,6.5243955,0.0,69.78105329463892,16.2795881501728,55.44881663721505,-0.1371955949999999,-39.16922848704225,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Hope College,Olivet College,Ray and Sue Smith Stadium,True,,,,59.56201461823398,37.218989131394125,22.494966740255933,0.0,14.724022391138192,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Albion,Calvin University,Sprankle-Sprandel Stadium,True,,,,63.47107352053047,38.53573064076839,22.06633541561424,0.0,16.46939522515416,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Alma,Adrian,Bahlke Field,True,,,,65.67411096387623,45.64875112804667,14.417053098967436,0.0,31.23169802907924,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,North Park,Wheaton,Holmgren Athletic Complex,True,,,,61.14182534677144,14.00377168033157,48.1045888370008,0.0,-34.10081715666924,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Millikin,Elmhurst,Frank M. Lindsay Field,True,,,,37.174480152560605,14.649072230802451,22.279288065383803,0.0,-7.630215834581351,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,North Central College,Illinois Wesleyan,Benedetti-Wehrli Stadium,True,,,,73.15016243900526,56.24290743005711,13.385842264503104,0.0,42.857065165554005,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Augustana (IL),Washington University (St. Louis),Charles D. Lindberg Stadium,True,,,,62.26795540465464,23.81484168875525,36.58347774980246,0.0,-12.768636061047207,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Kean,Rowan,Kean Alumni Stadium,True,,,,44.03343267045329,11.726117503891958,33.07597602105878,0.0,-21.349858517166822,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Southern Virginia,Lagrange College,Knight Stadium,True,79.34,4.9088309,0.0,50.07673317358785,21.299388405471586,30.89651757188613,0.0,-9.597129166414549,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Trine University,Kalamazoo,Fred Zollner Athletic Stadium,True,,,,58.54844611648368,35.46461708241756,24.78722127494495,0.0,10.67739580747261,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Union (NY),Rensselaer,Frank Bailey Field,True,,,,46.56067914570899,20.46943004755516,24.6932326226352,0.0,-4.223802575080036,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Hobart College,Buffalo State,Boswell Field at David J. Urick Stadium,True,,,,47.130714081660095,32.847600888503095,10.889184193091753,0.0,21.958416695411344,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Juniata College,Lycoming,Knox Stadium,True,,,,50.40020686125419,14.886177124640929,39.49629773140762,0.0,-24.610120606766696,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Franklin & Marshall,Johns Hopkins University,Shadek Stadium,True,66.56,4.1010486,0.0,56.32380961793932,23.72829404013825,32.456858816501615,0.0,-8.728564776363363,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Carson-Newman College,Greeneville,Burke-Tarr Stadium,True,,,,52.77822409310471,19.37188352998126,33.52850455557029,0.0,-14.156621025589024,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Lenoir-Rhyne,Catawba,Helen and Leonard Moretz Stadium,True,,,,58.09307089194824,36.7200805427146,19.275243788381985,0.0,17.444836754332613,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Lock Haven University,Gannon,Hubert Jack Stadium,True,67.82,3.4796776,0.0,53.48794987289235,19.76857641816909,33.55755618846877,0.0,-13.788979770299685,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Shippensburg,PennWest California,Seth Grove Stadium,True,67.82,4.7845567,0.0,45.92427126774943,13.373954567378211,34.16420067197239,0.0,-20.79024610459417,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Winona State,Southwest Minnesota State,Altra Federal Credit Union Stadium,True,71.96,5.9651616,0.0,46.1825303495051,35.86169295510753,12.85453847057873,-0.086864544,23.0071544845288,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Concordia University St Paul,Sioux Falls,Sea Foam Stadium,True,75.92,7.5807262,0.0,53.32430703108731,14.819107569053944,36.95968140410128,-0.2322653579999999,-22.14057383504733,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Minnesota State Mankato,Minnesota State Moorhead,Blakeslee Stadium,True,70.88,9.6933876,0.2,54.51100000919134,32.58138648398472,22.88982408654764,-0.422404884,9.691562397437076,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Southern Connecticut State,Post University,Jess Dow Field,True,,,,51.73360692091686,29.67572844482116,23.07713464018409,0.0,6.598593804637066,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,West Virginia Wesleyan,Glenville State,Cebe Ross Field,True,,,,50.46882214496014,12.497077369076326,39.2520718730865,0.0,-26.75499450401017,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Nebraska-Kearney,Central Missouri,Ron & Carol Cope Stadium at Foster Field,True,,,,55.010295776994965,27.58151656228953,28.24894774937073,0.0,-0.6674311870811991,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Kentucky Wesleyan,Thomas More College,Steele Stadium,True,75.74000000000001,4.1010486,0.0,49.94750165731608,17.953789162028652,33.99403857496834,0.0,-16.04024941293969,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Northern Michigan,Wayne State (MI),Superior Dome,True,66.92,1.5534275,0.0,49.26838778165523,20.082033854801143,28.59931297812297,0.0,-8.517279123321828,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Grand Valley State University,Roosevelt,Lubbers Stadium,True,,,,59.05826467795967,47.85603784383593,10.306473553735088,0.0,37.54956429010084,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Southeastern Oklahoma State,East Central (OK),Paul Laird Field,True,85.64,7.3321778,0.0,47.27094134036606,24.109499714329367,20.219336247794303,-0.209896002,3.890163466535064,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Sam Houston,Delaware,Elliott T. Bowers Stadium,True,,,,42.95545288418132,23.945373925591625,17.291365409991233,0.0,6.654008515600392,medium,84.52,0.0,-0.0,True,,,,,
2025,12,2025-11-15 18:00:00+00:00,Colgate,Lehigh,Andy Kerr Stadium,True,62.96,7.8914117,0.0,48.88271801773398,26.971186068238712,24.94537378548353,-0.260227053,2.0258122827551794,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Georgetown,Fordham,Cooper Field,True,74.12,3.6660889,0.0,60.559409543852254,21.47408857300777,40.80458817789096,0.0,-19.3304996048832,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Valparaiso,Stetson,Brown Field,True,73.58,7.2700407,0.0,56.8764135302636,27.81895248645134,34.268282241847885,-0.204303663,-6.449329755396548,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Marist,Davidson,Leonidoff Field,True,65.66,4.1010486,0.0,62.28972259486153,26.98686232112296,39.55691695254909,0.0,-12.570054631426132,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Southern Illinois,South Dakota,Saluki Stadium,True,81.5,10.9982667,0.0,45.42332882001659,22.21534247435596,24.883624429267005,-0.539844003,-2.668281954911052,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Villanova,Stony Brook,Villanova Stadium,True,73.75999999999999,3.6660889,0.0,43.83914618518928,27.019344766563208,17.81197695085435,0.0,9.207367815708857,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Maine,Rhode Island,Alfond Stadium,True,,,,50.24746373223565,30.391229447242253,21.0393419795168,0.0,9.351887467725454,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,UT Martin,Charleston Southern,Graham Stadium,True,,,,46.00002963021809,32.54122078917148,14.362964848592098,0.0,18.178255940579376,medium,,,,False,,,,,
2025,12,2025-11-15 18:05:00+00:00,East Stroudsburg University,Clarion,Eiler-Martin Stadium,True,66.74000000000001,2.9204437000000003,0.0,41.97246533012518,32.07546429268951,13.640424088562622,0.0,18.43504020412689,medium,,,,False,,,,,
2025,12,2025-11-15 18:07:00+00:00,Wabash College,Depauw,Little Giant Stadium,True,,,,67.91776927676821,30.360215189403345,39.72757581821451,0.0,-9.367360628811166,medium,,,,False,,,,,
2025,12,2025-11-15 18:30:00+00:00,Baldwin Wallace,Heidelberg,George Finnie Stadium,True,,,,46.00111584912163,22.87480828393671,25.83772955937874,0.0,-2.9629212754420315,medium,,,,False,,,,,
2025,12,2025-11-15 18:30:00+00:00,Wilmington (OH),Capital,Wiliams Stadium (OH),True,,,,50.02394750765768,27.897624937740567,21.95652650177583,0.0,5.9410984359647365,medium,,,,False,,,,,
2025,12,2025-11-15 18:30:00+00:00,Kentucky,Tennessee Tech,Kroger Field,False,73.58,7.0214923,0.0,44.43134450249614,31.65437637907611,15.432477544217072,-0.181934307,16.221898834859036,medium,46.81,7.25,-0.47,True,,,,,
2025,12,2025-11-15 18:30:00+00:00,University of Mount Union,Muskingum University,Mount Union Stadium,True,70.34,5.716613199999999,0.0,63.13640195697824,49.41390176121446,14.025996676270402,-0.0644951879999999,35.38790508494406,medium,,,,False,,,,,
2025,12,2025-11-15 18:30:00+00:00,Manchester,Anderson (IN),Carl W. Burt Memorial Stadium,True,,,,37.53258734885438,19.631272369296934,17.204909061924344,0.0,2.42636330737259,medium,,,,False,,,,,
2025,12,2025-11-15 18:30:00+00:00,Hanover College,Franklin,Alumni Stadium (IN),True,,,,62.003126952907046,34.55021721276232,25.435610696513177,0.0,9.114606516249143,medium,,,,False,,,,,
2025,12,2025-11-15 18:30:00+00:00,Rose-Hulman,Mount St. Joseph,Cook Stadium,True,73.58,8.5749198,0.0,68.1505346864413,26.93316197387433,37.25689890455077,-0.321742782,-10.323736930676445,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,St. Scholastica,Bethel (MN),Public Schools Stadium,True,,,,60.03834771542284,18.09981575082056,46.60732349364257,0.0,-28.507507742822007,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,Bridgewater (VA),Guilford College,Jopson Athletic Complex,True,,,,48.83257269160743,36.959946538619576,13.10849952645068,0.0,23.851447012168897,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,William Jewell,Lincoln (MO),Liberty North High School,True,,,,44.46508749449541,30.174821412839226,20.155936666658896,0.0,10.018884746180326,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,Ouachita Baptist,Henderson State,Cliff Harris Stadium,True,,,,59.296482670374594,33.141146164287946,23.048788928209145,0.0,10.0923572360788,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,Central College,Coe College,Ron and Joyce Schipper Stadium,True,,,,64.1849787009911,36.05730669964952,28.254929273941976,0.0,7.802377425707547,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,Wartburg,Buena Vista,Walston-Hoover Stadium,True,69.44,7.3943149,0.2,57.77626603993513,43.135097860258725,12.617601378900147,-0.215488341,30.51749648135857,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,Loras College,Luther,Rock Bowl,True,58.28,4.2253228,0.0,49.08010271757545,37.54957310670571,12.026108636662247,-0.1719999999999999,25.523464470043457,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,Nebraska Wesleyan,Simpson College (IA),Abel Stadium,True,,,,54.08022783399101,26.95916611574487,32.172082837979715,0.0,-5.212916722234844,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,Hardin-Simmons,East Texas Baptist University,Shelton Stadium,True,,,,57.651937815718696,38.3662201252182,17.881588630451382,0.0,20.484631494766816,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,Howard Payne,Mary Hardin-Baylor,Gordon Wood Stadium,True,82.22,10.8739925,1.1,53.38835774961045,22.771830628778403,30.72872386991181,-0.528659325,-7.956893241133407,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,Benedictine University,Wisconsin-Lutheran,Village of Lisle-Benedictine University Sports Complex,True,,,,49.18900039087006,31.00055473211853,25.9192653205392,0.0,5.081289411579334,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,Wisconsin-Oshkosh,Wisconsin-Whitewater,J.J. Keller Field at Titan Stadium,True,,,,55.711266937244346,23.87248724253027,29.265039154384294,0.0,-5.392551911854024,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,Wisconsin-Eau Claire,Wisconsin-Platteville,Carson Park,True,76.82,6.5243955,0.0,53.9748635666994,15.225128918175155,38.13368078019118,-0.1371955949999999,-22.90855186201602,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,Brockport,Utica,Bob Boozer Field,True,,,,47.73500312806824,20.362716884630373,22.255954802439,0.0,-1.89323791780862,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,UVA Wise,Emory & Henry College,Carl Smith Stadium,True,66.02,1.4291532999999998,0.0,57.60552405316298,18.930231755643845,37.13803789571132,0.0,-18.20780614006748,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,Fort Lewis,Colorado School Of Mines,Ray Dennison Memorial Field,True,,,,67.05658939239184,5.845620551610851,59.6475617018349,0.0,-53.80194115022405,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,South Dakota Mines,Adams State,O'Harra Stadium,True,76.46,9.1962908,0.0,45.09033839639884,30.42368022503101,17.80360583279299,-0.377666172,12.62007439223802,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,Wayne State (NE),Augustana University (SD),"Memorial Stadium (Wayne, NE)",True,63.14,11.184678,0.1,48.52154198063015,21.672252037405205,24.34096933456551,-0.55662102,-2.668717297160306,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,Jamestown College,Northern State,Charlotte & Gordon Hansen Stadium,False,,,,37.80121435554928,9.68107847498674,26.1093591132573,0.0,-16.42828063827056,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,Minot State,Minnesota Duluth,Herb Parker Stadium,True,,,,56.32385169718908,12.11369099069866,46.39190391631256,0.0,-34.2782129256139,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,Bemidji State,University of Mary,Chet Anderson Stadium,True,,,,45.46426961102541,36.58001811642588,12.326284950400934,0.0,24.25373316602495,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,Emporia State University,Fort Hays State,Francis G. Welch Stadium,True,,,,62.31811281812799,34.08040469871378,23.60454951143248,0.0,10.4758551872813,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,Western New Mexico,Midwestern State,Ben Altamirano Field,True,70.7,9.5691134,0.0,50.683136807712266,15.872217388265602,37.491246234962176,-0.4112202060000001,-21.619028846696573,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,Quincy,Southwest Baptist,QU Stadium,True,79.7,2.2990727,0.3,64.74770843066119,35.07546357573909,35.39668442144212,0.0,-0.3212208457030243,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,Campbell,Elon,Barker-Lane Stadium,True,,,,56.32476417994385,24.69828827683853,30.148918127084247,0.0,-5.450629850245718,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,Western Illinois,Southeast Missouri State,Hanson Field,True,,,,51.09199840395359,19.45119153941897,34.03281105209439,0.0,-14.581619512675411,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,Austin Peay,Samford,Governors Stadium,False,,,,58.599061731252405,20.53190924829958,36.05336560556017,0.0,-15.521456357260586,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,West Georgia,Utah Tech,University Stadium (GA),True,,,,54.218404016578845,33.55836157605977,20.01868153247733,0.0,13.539680043582436,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,The Citadel,Wofford,Johnson Hagood Stadium,True,79.34,14.3536701,0.1,47.46586431019156,21.246783489059744,25.17357217445639,-0.841830309,-3.926788685396645,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,Richmond,Lafayette,E. Claiborne Robins Stadium,False,,,,45.07255129019731,32.71260503946545,16.41202561041684,0.0,16.30057942904861,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,Jacksonville State,Kennesaw State,AmFirst Stadium,True,69.08,2.9825808,0.3,45.5284435060625,24.060629150290104,19.338907677192307,0.0,4.721721473097798,medium,84.34,7.63,-0.39,True,no_location,,,,
2025,12,2025-11-15 19:00:00+00:00,Belhaven,Huntingdon College (AL),Belhaven Bowl Stadium,True,,,,55.048009263151485,24.352065053446395,29.98818858327479,0.0,-5.636123529828396,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,Martin Luther,Minnesota Morris,MLC Bowl,True,,,,58.9053145739403,17.862419716339026,35.12781492276238,0.0,-17.265395206423356,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,Lakeland,St. Norbert,Taylor Field,True,88.52,8.699194,0.0,51.982818411324025,20.6533998745764,27.947839208014425,-0.33292746,-7.294439333438031,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,Marietta,Bluffton,Don Drumm Stadium,False,,,,61.23101353124354,34.42502874260592,27.189315971624268,0.0,7.2357127709816496,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,Carthage,Carroll University (WI),Art Keller Field,True,,,,50.65054049580733,12.417471687162704,36.25270222048594,0.0,-23.83523053332324,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,Rhodes College,Centre College Kentucky,Crain Field,True,,,,49.76218046635465,16.646328330243943,28.61796436931513,0.0,-11.97163603907119,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,Southwestern University,Berry College,Birkelbach Field,True,,,,64.31317716562604,17.66328970830279,46.8037959612944,0.0,-29.140506252991607,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,Wisconsin-Stout,Wisconsin-River Falls,Don and Nona Williams Stadium,True,73.94,6.337984199999999,0.0,62.77640623616642,24.45121575270733,41.95104670743203,-0.1204185779999999,-17.499830954724693,medium,,,,False,,,,,
2025,12,2025-11-15 19:00:00+00:00,Wisconsin-Stevens Pt,Wisconsin-Lacrosse,Community Stadium at Goerke Park,True,,,,52.11122718743255,9.823207906602343,46.31531530027226,0.0,-36.49210739366992,medium,,,,False,,,,,
2025,12,2025-11-15 19:30:00+00:00,Pittsburg St,Northwest Missouri St,Carnie Smith Stadium,True,,,,48.78356574968279,24.59912194119671,18.64599971038545,0.0,5.95312223081126,medium,,,,False,,,,,
2025,12,2025-11-15 20:00:00+00:00,Wingate,Mars Hill,Irwin Belk Stadium,True,78.62,9.1962908,0.0,49.662320782750015,24.42993062935896,23.83505903794188,-0.377666172,0.5948715914170783,medium,,,,False,,,,,
2025,12,2025-11-15 20:00:00+00:00,Western Colorado,Colorado Mesa,Mountaineer Bowl,True,78.62,9.8176618,0.0,57.48278673850176,29.476606994308263,23.89534908229193,-0.433589562,5.581257912016337,medium,,,,False,,,,,
2025,12,2025-11-15 20:00:00+00:00,CSU Pueblo,Chadron St,Neta and Eddie DeRose ThunderBowl,True,82.4,4.7224196,0.0,64.51194633467135,40.44800607191012,21.66173372991776,0.0,18.78627234199236,medium,,,,False,,,,,
2025,12,2025-11-15 20:00:00+00:00,Black Hills State,New Mexico Highlands,Lyle Hare Stadium,True,80.6,9.7555247,0.0,52.67970009350863,34.824660582359954,22.01037372598553,-0.427997223,12.81428685637442,medium,,,,False,,,,,
2025,12,2025-11-15 20:00:00+00:00,Missouri Western,Central Oklahoma,Craig Field at Spratt Memorial Stadium,True,,,,64.23068543862347,31.97072527948452,29.84477884249014,0.0,2.1259464369943792,medium,,,,False,,,,,
2025,12,2025-11-15 20:00:00+00:00,Eastern New Mexico,Texas A&M-Kingsville,Al Whitehead Field at Greyhound Stadium,True,,,,55.43313111923241,19.95920405320016,33.86789981953679,0.0,-13.908695766336637,medium,,,,False,,,,,
2025,12,2025-11-15 20:00:00+00:00,West Florida,Valdosta State,Pen-Air Field,True,,,,64.84390784653748,33.74345608066817,28.67721926351979,0.0,5.066236817148379,medium,,,,False,,,,,
